height,user_address,token_address,amount
14730462,0xfF049EC2F92e167a0AaC6bEA0Fb11ec6A9ABFC1b,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,0.534626717803858953
14730462,0x33eeCc48943aAeabb5328A25ff28eb85F67945C2,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,0.000000000000144780
14730462,0x13B5EAD700B1b38B8B25C0b4938209df5BAfd2A2,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,2.623391300923835434
14730462,0xdB886bf718FBf354eb4202b03AD13b1Cafb01276,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,9883542.913918914273381233
14730462,0x2bc625c82b1987f19B6E68d0B2865eF7cd7048a3,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,94.503135162108080181
14730462,0x4E9F1b7E889F10a1F0BcCd971d5325Bc0e77B22A,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,2648.562264479620807833
14730462,0x811D93c8fe06BA7F40C869ab39121B4AE57aee87,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,25497.477928174081171164
14730462,0x3845b28A99D312199e8821128Bf62705bBfF0D68,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,51.021044199439145927
14730462,0x0508c3a6CB083b03D760a2cD7bD28A0a32A63E84,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,52.649072479490897081
14730462,0x1A69d2967E10c62B074585D5B625Ae57A1484732,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,498.732164509366612037
14730462,0x5f8dB6A165b34d3c7C4Eef1e690eF98FaA503870,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,183.173267519222633837
14730462,0x1dF1Dc1F7D0F451746cD776bC39e4B0C3A3295B6,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,76.488280422710332118
14730462,0x5cF43a8660f28e5D5261b411A5Df33840520c1D6,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,48.510661262550812012
14730462,0x710fDB2dc7774A9755cA36070704D7B12625DfF5,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,105.103860649164374763
14730462,0xa3E1282ac6116A698A49b2084c5c30fE1947b4A5,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,2524.526471117788787524
14730462,0xb07FaD7459C9D8b87508861Df78D0BfC3C8Bfb35,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,131.104474880800154324
14730462,0x9B482B3Bdc25C9b72C4b7767E5AB6bF458AEd16c,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,276.558090146863492009
14730462,0xb0cf98ef1DcAe360d0F22d21983AcF8008B30AE9,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,52.449258515534936009
14730462,0x20f9ddFA193D0fe2f73d8b7D749B1355eF019887,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,0.000916768513199150
14730462,0x6ab615CF8deCFc488186E54066Fc10589C9293A3,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,9.666999779829428263
14730462,0x2A62e40001C810Eaa18Ce2C6994BC0fa2D073645,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,22911.878492413787171245
14730462,0x90B0D2d51464EFefB38AAD00F954649cb5d16040,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,0.053560817827936064
14730462,0xc6dB0b48779435b9a12bf17e687608b926175a8c,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,386.583917071951702837
14730462,0xf3713B90cf982BA3F006437b29c7Aded7C3f123a,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,148.373520306257319135
14730462,0x1C6a9783F812b3Af3aBbf7de64c3cD7CC7D1af44,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,40850.305715644848532975
14730462,0xD059c200403580424690c2c227a400343B0649BB,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,0.214243271311744254
14730462,0xdf286De6d3de10A6aD6452d0BA94Af7AD7B68F9B,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,5.099191850761000566
14730462,0x18f768455E7f5fB09fC491fd86bcc282BcDD5973,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,0.000027912796553816
14730462,0x0E38A4b9B58AbD2f4c9B2D5486ba047a47606781,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,0.000019329962221986
14730462,0xf8fb13A3F30b1161A9fefA8a3A7b432956633588,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,55.454502581354830681
14730462,0x9e9b4b29600a416b9F4289F812B8B16716AE0c0b,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,5.227632234858351268
14730462,0x0E1A27403c8Db973eD1d51f2002798a7022E3F01,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,25.961515489010054125
14730462,0x403cFe7eEA337FEa68C58bB3F81937Dc7b1f5bC6,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,459.214861918569681620
14730462,0xfB3485c2e209A5cfBDC1447674256578f1A80eE3,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,105.703552781614419587
14730462,0x67403E51E25cC42f873DeCD4db7b83faE7BFcDA9,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,165.545471281734279501
14730462,0x005b0743D8b2eD646499dC48b64B95E71B8afa43,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,1131.066269854030451825
